Fiscal Year,TIF Number,TIF Name,Period,Amount
2006,T-136,47th/State,Ending Balance,1124690
2006,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,424091
2006,T-004,49th Street/St. Lawrence Avenue,Ending Balance,596853
2006,T-097,51st/Archer,Beginning Balance,1149819
2006,T-097,51st/Archer,Ending Balance,1557913
2006,T-105,53rd Street,Beginning Balance,1283962
2006,T-105,53rd Street,Ending Balance,1873251
2006,T-005,60th and Western,Beginning Balance,1998190
2006,T-005,60th and Western,Ending Balance,1587806
2006,T-143,63rd/Ashland,Beginning Balance,0
2006,T-143,63rd/Ashland,Ending Balance,0
2006,T-098,63rd/Pulaski,Beginning Balance,3213042
2006,T-098,63rd/Pulaski,Ending Balance,4676297
2006,T-124,67th/Cicero,Beginning Balance,0
2006,T-124,67th/Cicero,Ending Balance,198948
2006,T-138,69th/Ashland,Beginning Balance,1189
2006,T-138,69th/Ashland,Ending Balance,5956
2006,T-060,71st/Stony Island,Beginning Balance,5333804
2006,T-060,71st/Stony Island,Ending Balance,7312306
2006,T-006,72nd and Cicero,Beginning Balance,850835
2006,T-006,72nd and Cicero,Ending Balance,1139582
2006,T-007,73rd and Kedzie,Beginning Balance,495577
2006,T-007,73rd and Kedzie,Ending Balance,502043
2006,T-145,73rd/University,Beginning Balance,0
2006,T-145,73rd/University,Ending Balance,0
2006,T-056,79th Street Corridor,Beginning Balance,1051255
2006,T-056,79th Street Corridor,Ending Balance,1334607
2006,T-112,79th Street/Southwest Highway,Beginning Balance,1014883
2006,T-112,79th Street/Southwest Highway,Ending Balance,1735860
2006,T-140,79th/Cicero,Beginning Balance,0
2006,T-140,79th/Cicero,Ending Balance,0
2006,T-133,83rd/Stewart,Beginning Balance,0
2006,T-133,83rd/Stewart,Ending Balance,0
2006,T-127,87th/Cottage Grove,Beginning Balance,2816949
2006,T-127,87th/Cottage Grove,Ending Balance,4403808
2006,T-049,89th and State,Beginning Balance,351572
2006,T-049,89th and State,Ending Balance,39308
2006,T-009,95th and Western,Beginning Balance,2473894
2006,T-009,95th and Western,Ending Balance,2858122
2006,T-008,95th Street and Stony Island,Beginning Balance,2107683
2006,T-008,95th Street and Stony Island,Ending Balance,2352313
2006,T-011,Addison Corridor North,Beginning Balance,4282838
2006,T-011,Addison Corridor North,Ending Balance,5601294
2006,T-080,Addison/Kimball,Beginning Balance,622555
2006,T-080,Addison/Kimball,Ending Balance,1134828
2006,T-067,Archer Courts,Beginning Balance,2652689
2006,T-067,Archer Courts,Ending Balance,860066
2006,T-099,Archer/Central,Beginning Balance,1168128
2006,T-099,Archer/Central,Ending Balance,1737908
2006,T-123,Avalon Park/South Shore,Beginning Balance,805490
2006,T-123,Avalon Park/South Shore,Ending Balance,1197019
2006,T-081,Belmont/Central,Beginning Balance,5198657
2006,T-081,Belmont/Central,Ending Balance,7286640
2006,T-082,Belmont/Cicero,Beginning Balance,2336509
2006,T-082,Belmont/Cicero,Ending Balance,2146210
2006,T-012,Bloomingdale/Laramie,Beginning Balance,543
2006,T-012,Bloomingdale/Laramie,Ending Balance,551
2006,T-061,Bronzeville,Beginning Balance,5621766
2006,T-061,Bronzeville,Ending Balance,8239059
2006,T-013,Bryn Mawr/Broadway,Beginning Balance,3062529
2006,T-013,Bryn Mawr/Broadway,Ending Balance,3937024
2006,T-059,Calumet Avenue/Cermak Road,Beginning Balance,30599906
2006,T-059,Calumet Avenue/Cermak Road,Ending Balance,41004298
2006,T-063,Canal/Congress,Beginning Balance,22579701
2006,T-063,Canal/Congress,Ending Balance,26349358
2006,T-014,Central Loop,Beginning Balance,202190201
2006,T-014,Central Loop,Ending Balance,220631190
2006,T-086,Central West,Beginning Balance,23318165
2006,T-086,Central West,Ending Balance,16895869
2006,T-015,Chatham-Ridge,Beginning Balance,18639556
2006,T-015,Chatham-Ridge,Ending Balance,19354568
2006,T-115,Chicago/Central Park,Beginning Balance,7143810
2006,T-115,Chicago/Central Park,Ending Balance,9066434
2006,T-094,Chicago/Kingsbury,Beginning Balance,9569800
2006,T-094,Chicago/Kingsbury,Ending Balance,15266016
2006,T-016,Chinatown Basin,Beginning Balance,5176858
2006,T-016,Chinatown Basin,Ending Balance,6939081
2006,T-096,Cicero/Archer,Beginning Balance,1671089
2006,T-096,Cicero/Archer,Ending Balance,2380372
2006,T-074,Clark Street and Ridge Avenue,Beginning Balance,2667654
2006,T-074,Clark Street and Ridge Avenue,Ending Balance,3919806
2006,T-070,Clark/Montrose,Beginning Balance,3183731
2006,T-070,Clark/Montrose,Ending Balance,4059473
2006,T-128,Commercial Avenue,Beginning Balance,1994371
2006,T-128,Commercial Avenue,Ending Balance,3133429
2006,T-134,Devon/Sheridan,Beginning Balance,478698
2006,T-134,Devon/Sheridan,Ending Balance,575107
2006,T-076,Devon/Western,Beginning Balance,5115209
2006,T-076,Devon/Western,Ending Balance,7333151
2006,T-129,Diversey/Narragansett,Beginning Balance,335721
2006,T-129,Diversey/Narragansett,Ending Balance,1948818
2006,T-107,Division/Homan,Beginning Balance,1364779
2006,T-107,Division/Homan,Ending Balance,2015025
2006,T-018,Division/North Branch,Beginning Balance,472093
2006,T-018,Division/North Branch,Ending Balance,377136
2006,T-017,Division-Hooker,Beginning Balance,689032
2006,T-017,Division-Hooker,Ending Balance,907998
2006,T-122,Drexel Boulevard,Beginning Balance,0
2006,T-122,Drexel Boulevard,Ending Balance,35934
2006,T-019,Eastman/North Branch,Beginning Balance,422019
2006,T-019,Eastman/North Branch,Ending Balance,606315
2006,T-020,Edgewater,Beginning Balance,1326859
2006,T-020,Edgewater,Ending Balance,1393637
2006,T-130,Edgewater/Ashland,Beginning Balance,2839458
2006,T-130,Edgewater/Ashland,Ending Balance,3603093
2006,T-021,Englewood Mall,Beginning Balance,3637564
2006,T-021,Englewood Mall,Ending Balance,4237453
2006,T-106,Englewood Neighborhood,Beginning Balance,5773599
2006,T-106,Englewood Neighborhood,Ending Balance,7853135
2006,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Beginning Balance,246619
2006,T-002,"Forty-first Street and Dr. Martin Luther King, Jr. Drive",Ending Balance,334907
2006,T-087,Fullerton/Milwaukee,Beginning Balance,8107844
2006,T-087,Fullerton/Milwaukee,Ending Balance,9733283
2006,T-022,Fullteron/Normandy,Beginning Balance,3774722
2006,T-022,Fullteron/Normandy,Ending Balance,4450637
2006,T-071,Galewood/Armitage Industrial,Beginning Balance,2727570
2006,T-071,Galewood/Armitage Industrial,Ending Balance,3816628
2006,T-023,Goose Island,Beginning Balance,7477027
2006,T-023,Goose Island,Ending Balance,6743983
2006,T-066,Greater Southwest Industrial Corridor (East),Beginning Balance,820415
2006,T-066,Greater Southwest Industrial Corridor (East),Ending Balance,1042669
2006,T-092,Greater Southwest Industrial Corridor (West),Beginning Balance,3611652
2006,T-092,Greater Southwest Industrial Corridor (West),Ending Balance,4373088
2006,T-144,Harrison/Central,Beginning Balance,0
2006,T-144,Harrison/Central,Ending Balance,0
2006,T-025,Homan/Grand Trunk,Beginning Balance,1409789
2006,T-025,Homan/Grand Trunk,Ending Balance,1635087
2006,T-024,Homan-Arthington,Beginning Balance,2666821
2006,T-024,Homan-Arthington,Ending Balance,2805449
2006,T-026,Howard-Paulina,Beginning Balance,8898957
2006,T-026,Howard-Paulina,Ending Balance,3910715
2006,T-108,Humboldt Park Commercial,Beginning Balance,3645404
2006,T-108,Humboldt Park Commercial,Ending Balance,5046809
2006,T-027,Irving/Cicero,Beginning Balance,679676
2006,T-027,Irving/Cicero,Ending Balance,735680
2006,T-057,Jefferson Park Business District,Beginning Balance,1303593
2006,T-057,Jefferson Park Business District,Ending Balance,1073214
2006,T-101,Jefferson/Roosevelt,Beginning Balance,2954675
2006,T-101,Jefferson/Roosevelt,Ending Balance,7385384
2006,T-052,Kinzie Industrial Corridor,Beginning Balance,24738992
2006,T-052,Kinzie Industrial Corridor,Ending Balance,30816453
2006,T-103,Lake Calumet Area Industrial,Beginning Balance,3230304
2006,T-103,Lake Calumet Area Industrial,Ending Balance,4628697
2006,T-119,Lakefront,Beginning Balance,87496
2006,T-119,Lakefront,Ending Balance,354415
2006,T-137,Lakeside/Clarendon,Beginning Balance,3751
2006,T-137,Lakeside/Clarendon,Ending Balance,3018
2006,T-147,LaSalle Central,Beginning Balance,0
2006,T-147,LaSalle Central,Ending Balance,0
2006,T-109,Lawrence/Broadway,Beginning Balance,1798765
2006,T-109,Lawrence/Broadway,Ending Balance,1960084
2006,T-088,Lawrence/Kedzie,Beginning Balance,8512607
2006,T-088,Lawrence/Kedzie,Ending Balance,9504552
2006,T-116,Lawrence/Pulaski,Beginning Balance,1764884
2006,T-116,Lawrence/Pulaski,Ending Balance,2556525
2006,T-077,Lincoln Avenue,Beginning Balance,4948113
2006,T-077,Lincoln Avenue,Ending Balance,6486917
2006,T-028,Lincoln-Belmont-Ashland,Beginning Balance,2133201
2006,T-028,Lincoln-Belmont-Ashland,Ending Balance,2134268
2006,T-126,Madden/Wells,Beginning Balance,60926
2006,T-126,Madden/Wells,Ending Balance,329601
2006,T-075,Madison/Austin Corridor,Beginning Balance,2928949
2006,T-075,Madison/Austin Corridor,Ending Balance,6510473
2006,T-029,Michigan/Cermak,Beginning Balance,1400840
2006,T-029,Michigan/Cermak,Ending Balance,2460903
2006,T-089,Midway Industrial Corridor,Beginning Balance,2224135
2006,T-089,Midway Industrial Corridor,Ending Balance,3497460
2006,T-095,Midwest,Beginning Balance,16209367
2006,T-095,Midwest,Ending Balance,17209677
2006,T-102,Montclare,Beginning Balance,118690
2006,T-102,Montclare,Ending Balance,217002
2006,T-030,Near North,Beginning Balance,25167745
2006,T-030,Near North,Ending Balance,29314096
2006,T-031,Near South,Beginning Balance,76993325
2006,T-031,Near South,Ending Balance,82323472
2006,T-032,Near West,Beginning Balance,30449847
2006,T-032,Near West,Ending Balance,36567209
2006,T-033,North Branch (North),Beginning Balance,11171677
2006,T-033,North Branch (North),Ending Balance,14855962
2006,T-034,North Branch (South),Beginning Balance,11352674
2006,T-034,North Branch (South),Ending Balance,14101764
2006,T-035,North-Cicero,Beginning Balance,1263831
2006,T-035,North-Cicero,Ending Balance,1345697
2006,T-064,Northwest Industrial Corridor,Beginning Balance,9426909
2006,T-064,Northwest Industrial Corridor,Ending Balance,12617032
2006,T-100,Ohio/Wabash,Beginning Balance,64323
2006,T-100,Ohio/Wabash,Ending Balance,1457174
2006,T-090,Peterson/Cicero,Beginning Balance,0
2006,T-090,Peterson/Cicero,Ending Balance,0
2006,T-091,Peterson/Pulaski,Beginning Balance,1614112
2006,T-091,Peterson/Pulaski,Ending Balance,2321477
2006,T-053,Pilsen Industrial Corridor,Beginning Balance,44013386
2006,T-053,Pilsen Industrial Corridor,Ending Balance,44425701
2006,T-058,Portage Park,Beginning Balance,4473030
2006,T-058,Portage Park,Ending Balance,5003117
2006,T-135,Pratt/Ridge Industrial Park Conservation Area,Beginning Balance,0
2006,T-135,Pratt/Ridge Industrial Park Conservation Area,Ending Balance,0
2006,T-069,Pulaski Corridor,Beginning Balance,4631014
2006,T-069,Pulaski Corridor,Ending Balance,6296885
2006,T-139,Ravenswood Corridor,Beginning Balance,0
2006,T-139,Ravenswood Corridor,Ending Balance,503977
2006,T-036,Read-Dunning,Beginning Balance,5864395
2006,T-036,Read-Dunning,Ending Balance,5110357
2006,T-037,River South,Beginning Balance,11531916
2006,T-037,River South,Ending Balance,19309121
2006,T-104,River West,Beginning Balance,8156323
2006,T-104,River West,Ending Balance,15334276
2006,T-039,Roosevelt/Canal,Beginning Balance,1197753
2006,T-039,Roosevelt/Canal,Ending Balance,1740985
2006,T-038,Roosevelt/Cicero,Beginning Balance,3197819
2006,T-038,Roosevelt/Cicero,Ending Balance,3981154
2006,T-062,Roosevelt/Racine,Beginning Balance,128221
2006,T-062,Roosevelt/Racine,Ending Balance,347594
2006,T-068,Roosevelt/Union,Beginning Balance,4763496
2006,T-068,Roosevelt/Union,Ending Balance,3698485
2006,T-040,Roosevelt-Homan,Beginning Balance,3368406
2006,T-040,Roosevelt-Homan,Ending Balance,3997341
2006,T-113,Roseland/Michigan,Beginning Balance,386662
2006,T-113,Roseland/Michigan,Ending Balance,581990
2006,T-041,Ryan/Garfield,Beginning Balance,3761150
2006,T-041,Ryan/Garfield,Ending Balance,4274291
2006,T-042,Sanitary Drainage and Ship Canal,Beginning Balance,1239727
2006,T-042,Sanitary Drainage and Ship Canal,Ending Balance,1474556
2006,T-093,South Chicago,Beginning Balance,1361288
2006,T-093,South Chicago,Ending Balance,1680070
2006,T-078,South Works Industrial,Beginning Balance,189415
2006,T-078,South Works Industrial,Ending Balance,330922
2006,T-043,Stockyards Annex,Beginning Balance,6771588
2006,T-043,Stockyards Annex,Ending Balance,7926399
2006,T-044,Stockyards Industrial Commercial,Beginning Balance,8211760
2006,T-044,Stockyards Industrial Commercial,Ending Balance,8191361
2006,T-045,Stockyards Southeast Quadrant Industrial,Beginning Balance,13652290
2006,T-045,Stockyards Southeast Quadrant Industrial,Ending Balance,13849009
2006,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Beginning Balance,4654384
2006,T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ending Balance,5252753
2006,T-146,Touhy/Western,Beginning Balance,0
2006,T-146,Touhy/Western,Ending Balance,0
2006,T-046,West Grand,Beginning Balance,8904
2006,T-046,West Grand,Ending Balance,100568
2006,T-083,West Irving Park,Beginning Balance,4062538
2006,T-083,West Irving Park,Ending Balance,4954546
2006,T-050,West Pullman Industrial Park Conservation Area,Beginning Balance,372
2006,T-050,West Pullman Industrial Park Conservation Area,Ending Balance,378
2006,T-047,West Ridge/Peterson,Beginning Balance,2924905
2006,T-047,West Ridge/Peterson,Ending Balance,3062453
2006,T-084,Western Avenue North,Beginning Balance,7639220
2006,T-084,Western Avenue North,Ending Balance,9835065
2006,T-085,Western Avenue South,Beginning Balance,9592343
2006,T-085,Western Avenue South,Ending Balance,7170318
2006,T-142,Western Avenue/Rock Island,Beginning Balance,0
2006,T-142,Western Avenue/Rock Island,Ending Balance,0
2006,T-048,Western/Ogden,Beginning Balance,6817510
2006,T-048,Western/Ogden,Ending Balance,4010466
2006,T-110,Wilson Yard,Beginning Balance,6012669
2006,T-110,Wilson Yard,Ending Balance,6706999
2006,T-065,Woodlawn,Beginning Balance,3352902
2006,T-065,Woodlawn,Ending Balance,5320443
2005,T-111,105th/Vincennes,Beginning Balance,33421
2005,T-111,105th/Vincennes,Ending Balance,171253
2005,T-073,111th Street/Kedzie Avenue Business District,Beginning Balance,455770
2005,T-073,111th Street/Kedzie Avenue Business District,Ending Balance,691997
2005,T-114,119th and Halsted,Beginning Balance,292652
2005,T-114,119th and Halsted,Ending Balance,569451
2005,T-125,119th/I-57,Beginning Balance,253756
2005,T-125,119th/I-57,Ending Balance,597239
2005,T-010,126th and Torrence,Beginning Balance,349496
2005,T-010,126th and Torrence,Ending Balance,873729
2005,T-072,24th/Michigan,Beginning Balance,737515
2005,T-072,24th/Michigan,Ending Balance,852226
2005,T-051,26th/Kostner,Beginning Balance,47213
2005,T-051,26th/Kostner,Ending Balance,65623
2005,T-079,35th and Wallace,Beginning Balance,238959
2005,T-079,35th and Wallace,Ending Balance,349808
2005,T-001,35th/Halsted,Beginning Balance,2845462
2005,T-001,35th/Halsted,Ending Balance,4130391
2005,T-131,35th/State,Beginning Balance,267872
2005,T-131,35th/State,Ending Balance,425664
2005,T-132,40th/State,Beginning Balance,0
2005,T-132,40th/State,Ending Balance,0
2005,T-055,43rd/Cottage Grove,Beginning Balance,1571303
2005,T-055,43rd/Cottage Grove,Ending Balance,2340036
2005,T-003,43rd/Damen,Beginning Balance,265067
2005,T-003,43rd/Damen,Ending Balance,472985
2005,T-120,45th/Western Industrial Park Conservation Area,Beginning Balance,41750
2005,T-120,45th/Western Industrial Park Conservation Area,Ending Balance,175341
2005,T-117,47th/Ashland,Beginning Balance,1450170
2005,T-117,47th/Ashland,Ending Balance,2552811
2005,T-121,47th/Halsted,Beginning Balance,1249357
2005,T-121,47th/Halsted,Ending Balance,2216007
2005,T-118,47th/King Drive,Beginning Balance,2271720
2005,T-118,47th/King Drive,Ending Balance,5225769
2005,T-136,47th/State,Beginning Balance,0
2005,T-136,47th/State,Ending Balance,494983
2005,T-004,49th Street/St. Lawrence Avenue,Beginning Balance,315322
2005,T-004,49th Street/St. Lawrence Avenue,Ending Balance,424091
2005,T-097,51st/Archer,Beginning Balance,659403
2005,T-097,51st/Archer,Ending Balance,1149819
2005,T-105,53rd Street,Beginning Balance,825750
2005,T-105,53rd Street,Ending Balance,1283962
2005,T-005,60th and Western,Beginning Balance,1667667
2005,T-005,60th and Western,Ending Balance,1998190
2005,T-098,63rd/Pulaski,Beginning Balance,1906800
2005,T-098,63rd/Pulaski,Ending Balance,3213042
2005,T-124,67th/Cicero,Beginning Balance,0
2005,T-124,67th/Cicero,Ending Balance,0
2005,T-138,69th/Ashland,Beginning Balance,0
2005,T-138,69th/Ashland,Ending Balance,1189
2005,T-060,71st/Stony Island,Beginning Balance,3730224
2005,T-060,71st/Stony Island,Ending Balance,5333804
2005,T-006,72nd and Cicero,Beginning Balance,594235
2005,T-006,72nd and Cicero,Ending Balance,850835
2005,T-007,73rd and Kedzie,Beginning Balance,492392
2005,T-007,73rd and Kedzie,Ending Balance,495577
2005,T-056,79th Street Corridor,Beginning Balance,694592
2005,T-056,79th Street Corridor,Ending Balance,1051255
2005,T-112,79th Street/Southwest Highway,Beginning Balance,472315
2005,T-112,79th Street/Southwest Highway,Ending Balance,1014883
2005,T-140,79th/Cicero,Beginning Balance,0
2005,T-140,79th/Cicero,Ending Balance,0
2005,T-133,83rd/Stewart,Beginning Balance,0
2005,T-133,83rd/Stewart,Ending Balance,0
2005,T-127,87th/Cottage Grove,Beginning Balance,1635801
2005,T-127,87th/Cottage Grove,Ending Balance,2816949
2005,T-049,89th and State,Beginning Balance,320287
2005,T-049,89th and State,Ending Balance,351572
2005,T-009,95th and Western,Beginning Balance,2157745
2005,T-009,95th and Western,Ending Balance,2473894
2005,T-008,95th Street and Stony Island,Beginning Balance,1639163
2005,T-008,95th Street and Stony Island,Ending Balance,2107683
2005,T-011,Addison Corridor North,Beginning Balance,2768243
2005,T-090,Peterson/Cicero,Ending Balance,0
2005,T-011,Addison Corridor North,Ending Balance,4282838
2005,T-080,Addison/Kimball,Beginning Balance,166312
2005,T-080,Addison/Kimball,Ending Balance,622555
2005,T-067,Archer Courts,Beginning Balance,674445
